incident_id,timestamp,location,municipality,species,severity,source,operator,aircraft_type,phase_of_flight,time_of_day,height,speed,effect,sky,birds_seen,birds_struck,remarks,latitude,longitude,timestamp_weather,temperature,precipitation,wind_speed,visibility,condition,road_segment_id,speed_limit,road_type,curvature,lane_count,surface_type,hour,month,is_night,is_weekend,high_precipitation,high_risk_target
BIRD-005402,1994-03-09 12:00:00,DC,DC,GULLS,low,FAA_bird_strike_dataset,UNITED AIRLINES,B-757-200,Approach,Day,100.0,133.0,,Overcast,,1,,,,,,,,,,,,,,,,12,3,0,0,0,0
BIRD-005403,1990-09-18 12:00:00,NC,NC,EUROPEAN STARLING,low,FAA_bird_strike_dataset,AMERICAN AIRLINES,B-727-100,Approach,Day,300.0,130.0,,No Cloud,,1,NO APPARENT DAMAGE TO AIRCRAFT.  BIRD STRIKE REPTD TO MAINT. &   RDU TWR.,,,,,,,,,,,,,,,12,9,0,0,0,0
BIRD-005404,1991-07-12 12:00:00,SC,SC,UNKNOWN BIRD - SMALL,low,FAA_bird_strike_dataset,UNKNOWN,LEARJET-35,Landing Roll,Day,0.0,150.0,,No Cloud,,1,MARTIN WAS STRUCK.,,,,,,,,,,,,,,,12,7,0,0,0,0
BIRD-005405,1992-11-13 12:00:00,NJ,NJ,GULLS,low,FAA_bird_strike_dataset,MILLION AIR,CITATION II,Climb,Day,10.0,,,No Cloud,,1,PART OF A/C STRUCK  & DAMAGE UNKN,,,,,,,,,,,,,,,12,11,0,0,0,0
BIRD-005406,1994-01-09 12:00:00,FL,FL,SANDHILL CRANE,medium,FAA_bird_strike_dataset,US AIRWAYS,B-737-200,Take-off run,Day,0.0,100.0,,Some Cloud,10-Feb,10-Feb,NO EVIDENCE OF INGESTION. FLIGHT CONTINUED TO PHL.  HORIZONTAL STABILIZER DENTED.,,,,,,,,,,,,,,,12,1,0,1,0,0
BIRD-005407,1994-07-24 22:00:00,KY,KY,UNKNOWN BIRD,low,FAA_bird_strike_dataset,AMERICAN EAGLE AIRLINES,SAAB-340,Approach,Night,200.0,130.0,,No Cloud,,1,,,,,,,,,,,,,,,,22,7,1,1,0,0
BIRD-005408,1994-09-05 12:00:00,TX,TX,UNKNOWN BIRD - SMALL,low,FAA_bird_strike_dataset,AMERICAN AIRLINES,MD-80,Approach,Day,800.0,128.0,,No Cloud,,1,,,,,,,,,,,,,,,,12,9,0,0,0,0
BIRD-005409,1992-07-18 12:00:00,IN,IN,UNKNOWN BIRD - SMALL,medium,FAA_bird_strike_dataset,US AIRWAYS,B-737-300,Take-off run,Day,0.0,170.0,,No Cloud,10-Feb,10-Feb,,,,,,,,,,,,,,,,12,7,0,1,0,0
BIRD-005410,1994-05-15 22:00:00,NJ,NJ,UNKNOWN BIRD - MEDIUM,low,FAA_bird_strike_dataset,BUSINESS,GULFSTRM II,Approach,Night,,,,Some Cloud,,1,NO DAMAGE MENTIONED BY PILOT,,,,,,,,,,,,,,,22,5,1,1,0,0
BIRD-005411,1994-05-15 12:00:00,NY,NY,UNKNOWN BIRD - SMALL,low,FAA_bird_strike_dataset,AIR CANADA,DC-9-30,Landing Roll,Day,0.0,130.0,,No Cloud,10-Feb,1,"NO DAMAGE, GUTS ONLY",,,,,,,,,,,,,,,12,5,0,1,0,0
BIRD-005412,1994-07-20 22:00:00,ME,ME,AMERICAN WOODCOCK,low,FAA_bird_strike_dataset,BUSINESS,PA-31 NAVAJO,Landing Roll,Night,0.0,70.0,,Overcast,,1,PILOT REPORTS NO DAMAGE,,,,,,,,,,,,,,,22,7,1,0,0,0
BIRD-005413,1995-06-07 12:00:00,UNKNOWN,UNKNOWN,UNKNOWN BIRD - SMALL,low,FAA_bird_strike_dataset,US AIRWAYS,B-737-300,,Day,,,,No Cloud,,1,SMALL BIRD STRUCK #2 ENG. NO DAMAGE FOUND. CORE INGESTION.,,,,,,,,,,,,,,,12,6,0,0,0,0
BIRD-005414,1992-08-17 12:00:00,MA,MA,GULLS,low,FAA_bird_strike_dataset,EXPRESSJET (CONTINENTAL EXPRS),ATR-42,Climb,Day,35.0,106.0,,Overcast,,1,NO DAMAGE,,,,,,,,,,,,,,,12,8,0,0,0,0
BIRD-005415,1992-06-04 12:00:00,TN,TN,SPARROWS,low,FAA_bird_strike_dataset,AMERICAN AIRLINES,FK-100,Take-off run,Day,0.0,120.0,,Overcast,,1,,,,,,,,,,,,,,,,12,6,0,0,0,0
BIRD-005416,1991-09-18 12:00:00,NC,NC,ROCK PIGEON,low,FAA_bird_strike_dataset,BUSINESS,BA-31 JETSTR,Approach,Day,50.0,130.0,,Some Cloud,,1,NO DAMAGE. FLT 629. TIME = 1725Z,,,,,,,,,,,,,,,12,9,0,0,0,0
BIRD-005417,1991-11-08 22:00:00,TN,TN,UNKNOWN BIRD - LARGE,high,FAA_bird_strike_dataset,PRIVATELY OWNED,C-172,Climb,Night,3000.0,80.0,Precautionary Landing,No Cloud,,1,CHIPPED PAINT OFF OF FRONT AND SIDE OF COWLING.,,,,,,,,,,,,,,,22,11,1,0,0,1
BIRD-005418,1994-08-05 12:00:00,TN,TN,BARN SWALLOW,low,FAA_bird_strike_dataset,AMERICAN AIRLINES,FK-100,Climb,Day,1100.0,180.0,,Overcast,,1,,,,,,,,,,,,,,,,12,8,0,0,0,0
BIRD-005419,1994-05-06 12:00:00,NJ,NJ,UNKNOWN BIRD - MEDIUM,low,FAA_bird_strike_dataset,CONTINENTAL AIRLINES,MD-80,Descent,Day,1500.0,140.0,,Some Cloud,11-100,1,FLT 351.  BROWN BIRDS. NO DAMAGE.,,,,,,,,,,,,,,,12,5,0,0,0,0
BIRD-005420,1994-06-02 12:00:00,FL,FL,GULLS,low,FAA_bird_strike_dataset,PRIVATELY OWNED,BE-55  BARON,Landing Roll,Day,0.0,,,Overcast,11-100,1,"NO APPARENT DAMAGE, PILOT UNAWARE OF STRIKE",,,,,,,,,,,,,,,12,6,0,0,0,0
BIRD-005421,1994-06-28 12:00:00,KY,KY,EUROPEAN STARLING,low,FAA_bird_strike_dataset,UNITED AIRLINES,B-737,Climb,Day,200.0,160.0,,No Cloud,,1,,,,,,,,,,,,,,,,12,6,0,0,0,0
BIRD-005422,1994-06-28 12:00:00,GA,GA,DOVES,low,FAA_bird_strike_dataset,DELTA AIR LINES,B-767,Climb,Day,50.0,150.0,,Some Cloud,,1,NO DAMAGE.  FLT 1430.,,,,,,,,,,,,,,,12,6,0,0,0,0
BIRD-005423,1994-06-28 12:00:00,OH,OH,UNKNOWN BIRD - SMALL,low,FAA_bird_strike_dataset,US AIRWAYS,B-737,Take-off run,Day,0.0,,,No Cloud,,1,"FLT 320. NO DAMAGE TO A/C, BIRD REMAINS FOUND ON NOSEWHEEL GEAR  DOOR.  SMALL GRAY BIRD.",,,,,,,,,,,,,,,12,6,0,0,0,0
BIRD-005424,1992-10-09 12:00:00,QC,QC,GULLS,high,FAA_bird_strike_dataset,US AIRWAYS,B-737-200,Approach,Day,50.0,138.0,Other,Overcast,10-Feb,10-Feb,CAPT REPTD 2 GULLS STRUCK A/C NOSE & ENTERED #1 ENG. STRIKE  OCCURRED DURING FLARE-OUT. A/C WAS INSPCTD BY MAINT.,,,,,,,,,,,,,,,12,10,0,0,0,1
BIRD-005425,1991-08-23 12:00:00,UNKNOWN,UNKNOWN,UNKNOWN BIRD - LARGE,low,FAA_bird_strike_dataset,AMERICAN AIRLINES,B-737-200,Descent,Day,15000.0,310.0,,No Cloud,,1,DAMAGED PAINT ON RADOME - RIGHT SIDE.,,,,,,,,,,,,,,,12,8,0,0,0,0
BIRD-005426,1992-03-31 22:00:00,NC,NC,UNKNOWN BIRD,high,FAA_bird_strike_dataset,AMERICAN EAGLE AIRLINES,SAAB-340,Climb,Night,1700.0,160.0,Precautionary Landing,Some Cloud,,1,,,,,,,,,,,,,,,,22,3,1,0,0,1
BIRD-005427,1991-08-22 12:00:00,NY,NY,UNKNOWN BIRD - SMALL,low,FAA_bird_strike_dataset,US AIRWAYS,B-737-400,Climb,Day,1500.0,190.0,,Some Cloud,,1,A/C WAS HIT BETWEEN FUSELAGE & #1 ENG.  NO COCKPIT INDICATIONS TO  INDICATE POSSIBLE BIRD STRIKE. GE REPTS INCREASED VIBRATION AND  FAN BLADE SHINGLING ON 2 BLADES. CORE INGESTION.,,,,,,,,,,,,,,,12,8,0,0,0,0
BIRD-005428,1992-01-25 12:00:00,DC,DC,RING-BILLED GULL,medium,FAA_bird_strike_dataset,NORTHWEST AIRLINES,MD-80,Approach,Day,50.0,125.0,,Some Cloud,10-Feb,10-Feb,ASSUME RBGU. RBGU  COMPRISED EQUAL TO OR GREATER THAN 95% OF GULLS OBSERVED ON ARPT DURING MONTH OF STRIKE.,,,,,,,,,,,,,,,12,1,0,1,0,0
BIRD-005429,1991-09-14 12:00:00,CA,CA,GULLS,high,FAA_bird_strike_dataset,US AIRWAYS,B-737-300,Climb,Day,90.0,130.0,Other,No Cloud,10-Feb,1,FLT WAS DIVERTED,,,,,,,,,,,,,,,12,9,0,1,0,1
BIRD-005430,1994-10-10 12:00:00,NY,NY,UNKNOWN BIRD - SMALL,low,FAA_bird_strike_dataset,AMERICAN AIRLINES,MD-11,Climb,Day,50.0,140.0,,No Cloud,10-Feb,1,,,,,,,,,,,,,,,,12,10,0,0,0,0
BIRD-005431,1991-04-23 12:00:00,AK,AK,DUCKS,medium,FAA_bird_strike_dataset,ALASKA AIRLINES,B-727-200,Approach,Day,500.0,140.0,,No Cloud,,10-Feb,"BLOOD STAINS ON RT WING LEADING EDGE. HIT A FLOCK, ASSUME 2-10.   TIME = 1900 LCL.",,,,,,,,,,,,,,,12,4,0,0,0,0
BIRD-005432,1992-11-06 12:00:00,DC,DC,CANADA GOOSE,low,FAA_bird_strike_dataset,ATLANTIC COAST AIRLINES,BA-31 JETSTR,Approach,Day,2000.0,170.0,,No Cloud,,1,HALF FOOTBALL INDENTATION IN LE.,,,,,,,,,,,,,,,12,11,0,0,0,0
BIRD-005433,1994-03-09 12:00:00,NC,NC,GULLS,low,FAA_bird_strike_dataset,US AIRWAYS,FK-100,Approach,Day,200.0,125.0,,Overcast,10-Feb,1,"WE STRUCK SEAGULL WHILE LANDING CLT FLT 774 BNA-CLT. WROTE IT UP  IN LOGBOOK OTHER THAN DIRTY WINDSHIELD, NO DAMAGE THAT WE KNOW  OF.",,,,,,,,,,,,,,,12,3,0,0,0,0
BIRD-005434,1992-09-27 18:00:00,TN,TN,UNKNOWN BIRD,low,FAA_bird_strike_dataset,AMERICAN AIRLINES,DC-9-80,Climb,Dusk,10.0,140.0,,No Cloud,,1,NONE.,,,,,,,,,,,,,,,18,9,0,1,0,0
BIRD-005435,1993-09-15 12:00:00,TN,TN,UNKNOWN BIRD - SMALL,low,FAA_bird_strike_dataset,AMERICAN AIRLINES,MD-82,Approach,Day,300.0,140.0,,Overcast,10-Feb,1,,,,,,,,,,,,,,,,12,9,0,0,0,0
BIRD-005436,1995-08-23 12:00:00,VT,VT,SPARROWS,low,FAA_bird_strike_dataset,US AIRWAYS,DC-9,Approach,Day,400.0,125.0,,Some Cloud,,1,,,,,,,,,,,,,,,,12,8,0,0,0,0
BIRD-005437,1994-08-08 12:00:00,NY,NY,KILLDEER,low,FAA_bird_strike_dataset,BUSINESS,C-441 CONQUE,Approach,Day,10.0,110.0,,Some Cloud,11-100,1,"NO DAMAGE TO A/C. BLOOD ON PROP TIPS. ALTHOUGH PILOTS NOT WARNED  BY TOWER, THEY WERE AWARE OF PUBLISHED REPT.",,,,,,,,,,,,,,,12,8,0,0,0,0
BIRD-005438,1994-09-21 22:00:00,MA,MA,UNKNOWN BIRD - SMALL,low,FAA_bird_strike_dataset,US AIRWAYS,B-737-300,Approach,Night,1000.0,140.0,,No Cloud,,1,RIGHT SIDE OF NOSE GEAR DOOR - SLIGHT DAMAGE. NO WARNING ON ATIS.,,,,,,,,,,,,,,,22,9,1,0,0,0
BIRD-005439,1994-10-23 12:00:00,CA,CA,AMERICAN KESTREL,low,FAA_bird_strike_dataset,DELTA AIR LINES,B-737-200,Approach,Day,50.0,115.0,,No Cloud,,1,FLT 1630 LOSS OF HYDRAULICS,,,,,,,,,,,,,,,12,10,0,1,0,0
BIRD-005440,1994-09-14 22:00:00,NY,NY,UNKNOWN BIRD,low,FAA_bird_strike_dataset,DELTA AIR LINES,B-737-200,Approach,Night,3000.0,210.0,,No Cloud,,1,"AT 3000' FLYING SOUTH ALONG HUDSON RIVER OPPOSITE CENTRAL PARK,  FELT AND HEARD A THUMP. BIRD STRIKE EVIDENCE TO CO-PILOT'S UPPER  RT. WINDSHIELD. NO DAMAGE.",,,,,,,,,,,,,,,22,9,1,0,0,0
BIRD-005441,1991-11-01 12:00:00,TN,TN,UNKNOWN BIRD - SMALL,low,FAA_bird_strike_dataset,AMERICAN AIRLINES,B-727,Climb,Day,20.0,120.0,,No Cloud,,1,"BIRD HIT F/O WINDOW (R-3). CAPT SAW BIRD AN INSTANT BEFORE IT  HIT. NO APPARENT DAMGE. FLT CONTD NORMALLY. STRIKE ENTERED IN E-6  INSPN AT LOUISVILLE, SHOWED NO DAMAGE.",,,,,,,,,,,,,,,12,11,0,0,0,0
BIRD-005442,1992-10-30 22:00:00,TX,TX,UNKNOWN BIRD,low,FAA_bird_strike_dataset,EXPRESSJET (CONTINENTAL EXPRS),EMB-120,Approach,Night,,,,,,1,FLT 2611.  TIME = 2352Z.  NO DAMAGE WAS REPORTED.,,,,,,,,,,,,,,,22,10,1,0,0,0
BIRD-005443,1994-07-23 12:00:00,OH,OH,EUROPEAN STARLING,low,FAA_bird_strike_dataset,BUSINESS,C-310,Approach,Day,300.0,110.0,,No Cloud,,1,NO DAMAGE,,,,,,,,,,,,,,,12,7,0,1,0,0
BIRD-005444,1991-11-02 12:00:00,FL,FL,EGRETS,medium,FAA_bird_strike_dataset,UPS AIRLINES,DC-8-70,Approach,,10.0,110.0,,No Cloud,,10-Feb,BIRDS INGESTED IN #1 AND #2 ENGINES. UNKN LOSS OF REVENUE. NO ENG  DAMAGE.,,,,,,,,,,,,,,,12,11,0,1,0,0
BIRD-005445,1994-11-06 12:00:00,CT,CT,GULLS,high,FAA_bird_strike_dataset,BUSINESS,C-441 CONQUE,Take-off run,Day,0.0,100.0,Engine Shut Down,Overcast,11-100,10-Feb,PRECAUTIONARY LANDING. SHUT DOWN R ENG.  EXTENT OF DAMAGE NOT  REPTD.,,,,,,,,,,,,,,,12,11,0,1,0,1
BIRD-005446,1994-08-23 12:00:00,TX,TX,BLACKBIRDS,low,FAA_bird_strike_dataset,SOUTHWEST AIRLINES,B-737-200,Approach,Day,1000.0,140.0,,Some Cloud,,1,,,,,,,,,,,,,,,,12,8,0,0,0,0
BIRD-005447,1994-04-06 12:00:00,AL,AL,GULLS,medium,FAA_bird_strike_dataset,DELTA AIR LINES,MD-88,Landing Roll,Day,0.0,,,Overcast,10-Feb,10-Feb,NO DAMAGE REPORTED TO AC,,,,,,,,,,,,,,,12,4,0,0,0,0
BIRD-005448,1993-10-28 22:00:00,TN,TN,UNKNOWN BIRD,low,FAA_bird_strike_dataset,AMERICAN AIRLINES,B-727-200,Approach,Night,400.0,131.0,,No Cloud,,1,NO DAMAGE OR INJURIES.,,,,,,,,,,,,,,,22,10,1,0,0,0
BIRD-005449,1994-08-11 12:00:00,IN,IN,UNKNOWN BIRD - SMALL,low,FAA_bird_strike_dataset,ATA AIRLINES (AMERICAN TRANS A,B-727-200,Approach,Day,,,,Overcast,,1,,,,,,,,,,,,,,,,12,8,0,0,0,0
BIRD-005450,1994-06-15 12:00:00,FL,FL,DOVES,low,FAA_bird_strike_dataset,PRIVATELY OWNED,C-172,Climb,Day,20.0,65.0,,Some Cloud,,1,,,,,,,,,,,,,,,,12,6,0,0,0,0
BIRD-005451,1994-10-01 12:00:00,HI,HI,PACIFIC GOLDEN-PLOVER,medium,FAA_bird_strike_dataset,HAWAIIAN AIR,DC-9-50,Take-off run,Day,0.0,122.0,,No Cloud,10-Feb,10-Feb,,,,,,,,,,,,,,,,12,10,0,1,0,0
BIRD-005452,1993-08-25 12:00:00,TX,TX,UNKNOWN BIRD - SMALL,low,FAA_bird_strike_dataset,AMERICAN AIRLINES,B-757-200,Climb,Day,5500.0,250.0,,No Cloud,,1,NO DAMAGE NOTED. NO THUMP HEARD OR BIRD SEEN. ASSUME IT WAS BIRD  FROM SMALL AMT OF DEBRIS ON WNDSHLD.,,,,,,,,,,,,,,,12,8,0,0,0,0
BIRD-005453,1994-09-07 12:00:00,SC,SC,UNKNOWN BIRD - SMALL,low,FAA_bird_strike_dataset,US AIRWAYS,B-737-300,Descent,Day,500.0,,,Some Cloud,,1,,,,,,,,,,,,,,,,12,9,0,0,0,0
BIRD-005454,1991-09-03 12:00:00,TN,TN,UNKNOWN BIRD - SMALL,low,FAA_bird_strike_dataset,AMERICAN AIRLINES,B-727-200,Approach,Day,500.0,130.0,,Some Cloud,,1,NO DAMAGE. FLT 703.,,,,,,,,,,,,,,,12,9,0,0,0,0
BIRD-005455,1991-12-19 12:00:00,HI,HI,UNKNOWN BIRD - MEDIUM,low,FAA_bird_strike_dataset,ALOHA AIRLINES,B-737-200,Take-off run,Day,0.0,140.0,,No Cloud,,1,NO DAMAGE/INJURY,,,,,,,,,,,,,,,12,12,0,0,0,0
BIRD-005456,1991-03-19 12:00:00,FL,FL,UNKNOWN BIRD - SMALL,low,FAA_bird_strike_dataset,UNKNOWN,PA-38 TOMAHAWK,En Route,Day,,,,No Cloud,,1,NO DAMAGE/INJURY,,,,,,,,,,,,,,,12,3,0,0,0,0
BIRD-005457,1992-12-23 12:00:00,MT,MT,SPARROWS,medium,FAA_bird_strike_dataset,NORTHWEST AIRLINES,B-727,Approach,Day,20.0,120.0,,No Cloud,10-Feb,10-Feb,FLOCK OF SPARROWS. NO DAMAGE OR INJURIES,,,,,,,,,,,,,,,12,12,0,0,0,0
BIRD-005458,1991-10-11 12:00:00,UNKNOWN,UNKNOWN,UNKNOWN BIRD - LARGE,low,FAA_bird_strike_dataset,NASHVILLE EAGLE,BA-31 JETSTR,,,,,,Overcast,10-Feb,1,DAMAGE FOUND ON PREFLIGHT. DAMAGE TO RT WING LE BETWEEN ENG  NACELLE & FUSELAGE WAS BELIEVED TO BE FROM A BIRD STRIKE ALTHOUGH  NONE WAS OBSVD DURING FLT.,,,,,,,,,,,,,,,12,10,0,0,0,0
BIRD-005459,1994-01-20 06:00:00,CA,CA,MALLARD,high,FAA_bird_strike_dataset,SOUTHWEST AIRLINES,B-737-300,Climb,Dawn,1000.0,155.0,Precautionary Landing,No Cloud,,1,"#1 ENGINE HAS SEVERAL BENT BLADES, ENGINE RAN VERY ROUGH. ID BY  ROXIE AT SMITHSONIAN.",,,,,,,,,,,,,,,6,1,0,0,0,1
BIRD-005460,1991-11-01 22:00:00,FL,FL,UNKNOWN BIRD - MEDIUM,low,FAA_bird_strike_dataset,AMERICAN AIRLINES,MD-80,Approach,Night,1300.0,130.0,,Some Cloud,,1,"HIT CO-PILOT WINDSHIELD, NO DAMAGE. TIME = 2210 LCL",,,,,,,,,,,,,,,22,11,1,0,0,0
BIRD-005461,1992-11-21 12:00:00,MS,MS,BLACKBIRDS,low,FAA_bird_strike_dataset,AMERICAN AIRLINES,B-737-200,Climb,Day,50.0,160.0,,Some Cloud,11-100,1,"NO APPARENT DAMAGE. FLOCK TOOK OF DEPARTURE END OF RWY AT SAME  TIME A/C LIFTED OFF. SUSPECTED BIRD STRIKE HOWEVER, A/C  OPERATED NORMALLY.",,,,,,,,,,,,,,,12,11,0,1,0,0
BIRD-005462,1995-02-21 12:00:00,IA,IA,FINCHES,medium,FAA_bird_strike_dataset,TRANS WORLD AIRLINES,DC-9,Climb,Day,25.0,110.0,,Overcast,,10-Feb,,,,,,,,,,,,,,,,12,2,0,0,0,0
BIRD-005463,1994-02-26 12:00:00,FL,FL,GULLS,high,FAA_bird_strike_dataset,BUSINESS,AG-5B,Approach,Day,150.0,120.0,Precautionary Landing,Some Cloud,11-100,1,7 INCH CRACK ON RIGHT WING,,,,,,,,,,,,,,,12,2,0,1,0,1
BIRD-005464,1992-07-13 12:00:00,MI,MI,GULLS,medium,FAA_bird_strike_dataset,UNKNOWN,HWKR SD-125,Landing Roll,Day,0.0,,,Overcast,,10-Feb,SMALL ANTENNAE DAMAGED.,,,,,,,,,,,,,,,12,7,0,0,0,0
BIRD-005465,1992-01-03 22:00:00,TX,TX,UNKNOWN BIRD - MEDIUM,low,FAA_bird_strike_dataset,AMERICAN AIRLINES,DC-10-30,Take-off run,Night,0.0,110.0,,Some Cloud,,1,"HIT CAPT'S WINDSHLD. NO DAMAGE NOTED, FLIGHT NORMAL.",,,,,,,,,,,,,,,22,1,1,0,0,0
BIRD-005466,1993-09-30 12:00:00,FL,FL,UNKNOWN BIRD - SMALL,medium,FAA_bird_strike_dataset,GOVERNMENT,LOCKHEED P3,Descent,Day,7000.0,230.0,,Some Cloud,11-100,10-Feb,,,,,,,,,,,,,,,,12,9,0,0,0,0
BIRD-005467,1994-08-08 12:00:00,GA,GA,UNKNOWN BIRD - SMALL,medium,FAA_bird_strike_dataset,PRIVATELY OWNED,C-421,Landing Roll,Day,0.0,,,Some Cloud,10-Feb,10-Feb,NO DAMAGE.,,,,,,,,,,,,,,,12,8,0,0,0,0
BIRD-005468,1991-11-08 12:00:00,MS,MS,BLACKBIRDS,high,FAA_bird_strike_dataset,PINNACLE (FORMERLY EXPSAIRL 1),SAAB-340,Take-off run,Day,0.0,,Aborted Take-off,Some Cloud,,11-100,"NO DAMAGE. ON TAXI, GRND CNTRL INFRMD US OF A LRG FLK OF BIRDS ON  RWY. RWY WAS CLEARED & WE STARTED T/O ROLL. TWR INFRMD US BIRDS  WERE RETURNING. WE ABRD T/O & WENT THRU A FLOCK OF HUNDREDS OF  BIRDS. RWY INSPN FOUND 12 DEAD BIRDS. RETD TO GATE, SHUT DOWN,  INSPCTD A/C FOR DAMAGE.",,,,,,,,,,,,,,,12,11,0,0,0,1
BIRD-005469,1991-12-14 12:00:00,TN,TN,DUCKS,low,FAA_bird_strike_dataset,AMERICAN AIRLINES,B-727,Descent,Day,4000.0,200.0,,No Cloud,10-Feb,1,"NO DAMAGE NOTED. ONLY WARNING ON ATIS, ""BIRDS IN VICINITY OF  ARPT.""",,,,,,,,,,,,,,,12,12,0,1,0,0
BIRD-005470,1994-10-17 12:00:00,TX,TX,UNKNOWN BIRD - SMALL,low,FAA_bird_strike_dataset,AMERICAN AIRLINES,MD-80,Approach,,100.0,140.0,,Overcast,,1,,,,,,,,,,,,,,,,12,10,0,0,0,0
BIRD-005471,1994-12-30 22:00:00,CA,CA,MOURNING DOVE,medium,FAA_bird_strike_dataset,US AIRWAYS,B-737-300,Approach,Night,10.0,120.0,,No Cloud,11-100,10-Feb,NO DAMAGE.,,,,,,,,,,,,,,,22,12,1,0,0,0
BIRD-005472,1991-08-17 12:00:00,TX,TX,AMERICAN ROBIN,low,FAA_bird_strike_dataset,AMERICAN AIRLINES,B-727,Approach,Day,30.0,130.0,,No Cloud,,1,NO DAMAGE/INJURY,,,,,,,,,,,,,,,12,8,0,1,0,0
BIRD-005473,1991-11-17 12:00:00,TX,TX,ROCK PIGEON,medium,FAA_bird_strike_dataset,BUSINESS,GULFSTRM II,Climb,Day,50.0,150.0,,No Cloud,11-100,10-Feb,STRIKE DELAMINATED NOSE CONE PORTION OF RADOME. NO INTERNAL  DAMAGE.,,,,,,,,,,,,,,,12,11,0,1,0,0
BIRD-005474,1994-09-22 12:00:00,IA,IA,EUROPEAN STARLING,low,FAA_bird_strike_dataset,AMERICAN EAGLE AIRLINES,ATR-42,Climb,Day,100.0,160.0,,Overcast,10-Feb,1,NO DAMAGE.,,,,,,,,,,,,,,,12,9,0,0,0,0
BIRD-005475,1994-09-22 12:00:00,UT,UT,UNKNOWN BIRD,low,FAA_bird_strike_dataset,MORRIS AIR SERVICE,B-737-300,Take-off run,Day,0.0,,,,,1,"FLT1809, ON ROTATION, NOSE OF A/C STRUCK BIRD.  CREW SUSPECTS NO  DAMAGE. ENROUTE SLC TO RENO.",,,,,,,,,,,,,,,12,9,0,0,0,0
BIRD-005476,1992-10-15 12:00:00,TN,TN,UNKNOWN BIRD - SMALL,low,FAA_bird_strike_dataset,SOUTHWEST AIRLINES,B-737-200,Take-off run,Day,0.0,120.0,,Some Cloud,,1,NO DAMAGE TO FLT 214.,,,,,,,,,,,,,,,12,10,0,0,0,0
BIRD-005477,1994-07-17 12:00:00,TX,TX,UNKNOWN BIRD - SMALL,low,FAA_bird_strike_dataset,SOUTHWEST AIRLINES,B-737-300,Landing Roll,Day,0.0,145.0,,Some Cloud,,1,,,,,,,,,,,,,,,,12,7,0,1,0,0
BIRD-005478,1992-09-07 12:00:00,KY,KY,MOURNING DOVE,high,FAA_bird_strike_dataset,DELTA AIR LINES,B-737-200,Take-off run,Day,0.0,120.0,Precautionary Landing,Overcast,10-Feb,10-Feb,# 2 ENG LOST POWER AFTER STRIKING ABOUT 6 DOVES. NO DAMAGE TO  ENG. BLOOD ON KRUEGER FLAP RH WING. HAD TO DUMP 4300 LBS FUEL.,,,,,,,,,,,,,,,12,9,0,0,0,1
BIRD-005479,1992-07-09 22:00:00,FL,FL,OWLS,low,FAA_bird_strike_dataset,PRIVATELY OWNED,C-172,Parked,Night,0.0,0.0,,Some Cloud,,1,OWL FLEW INTO PROP WHILE PERFORMING ENG RUN-UP IN RWY 8 RUN UP  AREA. NO DAMAGE.,,,,,,,,,,,,,,,22,7,1,0,0,0
BIRD-005480,1991-12-26 18:00:00,CA,CA,DUCKS,low,FAA_bird_strike_dataset,BUSINESS,GULFSTRM II,Approach,Dusk,1200.0,180.0,,No Cloud,10-Feb,1,DUCK HIT L WING AT THE WING FENCE.  NO VISABLE DAMAGE.,,,,,,,,,,,,,,,18,12,0,0,0,0
BIRD-005481,1991-09-07 12:00:00,MA,MA,EUROPEAN STARLING,medium,FAA_bird_strike_dataset,AMERICAN AIRLINES,MD-82,Approach,Day,50.0,130.0,,No Cloud,10-Feb,10-Feb,3 BIRDS STRUCK COCKPIT WINDOW/NOSE AREA. NO DAMAGE.  TIME =  1213EDT  FLT354. PILOT WAS INDIRECTLY ALERTED TO BIRD BY  DISUCSSION OF TWR W/ OTHER A/C.,,,,,,,,,,,,,,,12,9,0,1,0,0
BIRD-005482,1991-03-18 22:00:00,TX,TX,UNKNOWN BIRD - MEDIUM,low,FAA_bird_strike_dataset,AMERICAN AIRLINES,MD-80,Climb,Night,4000.0,250.0,,No Cloud,,1,NO DAMAGE/INJURY,,,,,,,,,,,,,,,22,3,1,0,0,0
BIRD-005483,1991-10-10 22:00:00,PA,PA,UNKNOWN BIRD - SMALL,low,FAA_bird_strike_dataset,US AIRWAYS,B-737,Approach,Night,500.0,140.0,,Overcast,,1,,,,,,,,,,,,,,,,22,10,1,0,0,0
BIRD-005484,1992-12-10 12:00:00,NY,NY,GULLS,low,FAA_bird_strike_dataset,ALLEGHENYAIRLINES,DHC8 DASH 8,Approach,Day,400.0,130.0,,Overcast,10-Feb,1,NO DAMAGE TO WING.,,,,,,,,,,,,,,,12,12,0,0,0,0
BIRD-005485,1995-05-15 22:00:00,UNKNOWN,UNKNOWN,UNKNOWN BIRD,low,FAA_bird_strike_dataset,ABX AIR (was AIRBORNE EXPRESS),DC-9-40,En Route,Night,,,,,,1,FUSELAGE NOSE SECTION & CAPT'S WINDSHIELD CLEANED AND INSPECTED.NO DAMAGE NOTED.,,,,,,,,,,,,,,,22,5,1,0,0,0
